year_month,year,month,is_spring_festival,is_lantern_festival,is_qingming,is_labor_day,is_may_holiday,is_dragons_headraising,is_duanwu,is_mid_autumn,is_national_day,is_double_11,is_christmas,is_new_year,is_summer_vacation,is_winter_vacation,is_tourism_peak,is_weekend_heavy,holiday_effect_code,seasonal_factor
2023-01,2023,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal,1.15
2023-02,2023,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spring_festival,0.72
2023-03,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,1.08
2023-04,2023,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,qingming,1.15
2023-05,2023,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,labor_day,1.32
2023-06,2023,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,summer_pre,1.20
2023-07,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,summer_peak,1.45
2023-08,2023,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,summer_peak,1.48
2023-09,2023,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,back_school,1.12
2023-10,2023,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,national_day,1.62
2023-11,2023,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,double_11,1.38
2023-12,2023,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,christmas_yearend,1.55
2024-01,2024,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal,1.24
2024-02,2024,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spring_festival,0.80
2024-03,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,1.15
2024-04,2024,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,qingming,1.22
2024-05,2024,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,labor_day,1.38
2024-06,2024,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,summer_pre,1.28
2024-07,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,summer_peak,1.52
2024-08,2024,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,summer_peak_heat,1.55
2024-09,2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,back_school,1.18
2024-10,2024,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,national_day,1.68
2024-11,2024,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,double_11,1.42
2024-12,2024,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,christmas_yearend,1.60
2025-01,2025,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal,1.30
2025-02,2025,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spring_festival,0.85
2025-03,2025,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,1.20
2025-04,2025,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,qingming,1.28
2025-05,2025,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,labor_day,1.45
2025-06,2025,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,summer_pre,1.32
2025-07,2025,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,summer_peak,1.50
2025-08,2025,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,summer_peak,1.52
2025-09,2025,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,back_school,1.15
2025-10,2025,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,national_day,1.65
2025-11,2025,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,double_11,1.40
2025-12,2025,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,christmas_yearend,1.58

注：
1. is_xxx: 虚拟变量，1表示该节日/期间存在，0表示不存在
2. holiday_effect_code: 节假日效应编码
3. seasonal_factor: 季节性因子（相对于基准水平的倍数）

节假日说明：
- is_spring_festival: 春节假期（农历正月初一前后约7天）
- is_lantern_festival: 元宵节（正月十五）
- is_qingming: 清明节假期（4月5日前后3天）
- is_labor_day: 劳动节假期（5月1日前后）
- is_national_day: 国庆黄金周（10月1-7日）
- is_double_11: 双十一购物节（11月11日前后）

季节性因素说明：
- is_summer_vacation: 暑期（7-8月），学生放假，旅游旺季
- is_tourism_peak: 旅游旺季，春季（4-5月）和夏季（7-8月）以及国庆
- is_weekend_heavy: 周末客流占比高的月份

季节性因子参考值：
- 春节假期: 0.72-0.85（客流下降，但节前消费上升）
- 暑期高峰: 1.45-1.55（客流和消费均大幅上升）
- 国庆黄金周: 1.60-1.68（全年最高）
- 正常月份: 1.00-1.15
- 淡季月份: 0.85-0.95
